respondent_id,score,feedback,nps_reason_primary,nps_reason_secondary,primary_category,plan_type,city,tenure_days,source,sprint_id,sprint_start,tenure_cut,first_time_user
34e29a3359d3,10,Good network,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
35d5e507f209,0,Kavi vi aapka net sahi se nahi chlta hai,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
00451d9c5a12,5,"Sometimes you're network is so poor that why,I have given you a 5
 Mark. So please improve it because some it's totally shutdown your network,I knew it that you can do it better , thankyou",General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
179ee8f8e1dc,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
c1b5c55a58e6,10,Accha hai time par problem solve ho jati hai ek call par phone utha lete hain,Fast Complaint Resolution,,Fast Complaint Resolution,,Agra,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
462af28a79eb,0,Worst service,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b9f216ac173f,0,Inke workers bhaut kharab dhang se router laga ke chale jate hai coustomer unko jis jagesh bolte hai waha nhi lagate hai,Bad Customer Support - Technician,,Bad Customer Support - Technician,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
f60ae4f0a2b0,3,Net is very poor,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
522f34e679e5,10,Bahut acha network h,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
03a91d07c76e,10,Sasta aur badhiyaSasta aur badhiya,Affordable,,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
e991a885a67d,10,Kaafi achhe offers or bet non stop,Affordable,,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
a97b92d6cd45,4,Just because services of technician was so disappointed because they can't pic the call at the moment when we facing issues regarding when Internet not working properly,Bad Customer Support - Technician,,Bad Customer Support - Technician,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
d235c9574bab,0,Bahut mahanga hai,Expensive,,Expensive,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
6abc3a3336e5,6,"Internet speed get's quite slow, streaming in very slow, not getting more than 3mbps download speed",Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
c3b769e569a7,10,Hamara let kabhi kabhi nhi chalta par jab bhi chalta h to ache se chalta h,Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b8945720152a,1,,,,,,Bareilly,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
aae2fe624f37,2,Kuki net 1 room ma chalta hai 😔baki ek hi room ma accha chalta hai,Range Issue,,Range Issue,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
d3a0bbf3dc5a,0,Yea bilkul baker ha or is ka sirvace bhot slow ha per ya bar bar message kar ka thim sa recharge kar va la tha ha mare mano to ya wifi mat gir wana,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
63a310c42e77,10,Good,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
dc090c01c995,10,Acha hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
1a398a281fdb,0,Service is not good,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
01fc73de6016,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
6767f8873f3c,6,Internet speed is very poor and it keeps disconnecting frequently.,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
49c22cac35b9,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),
b0d43e01a19f,0,Nhi,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
264f4efa2c6f,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
332499106ffb,5,,,,,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
acdd8dab008c,10,Satsta net bhe h ar acha bhe h,Affordable,,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
dd77f293865c,8,Thik hi hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
3e129db8ebeb,1,Net slow chalta hai speed sahi nhi,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
fe2cd10e06fd,10,Sab se acha,General Good Service,,General Good Service,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
da67d8aaea53,0,Ek mhine me 5 se 6 din to net me dikkat rhati hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
c23266b21bf4,10,Ok,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
aaf8a1ae5ca0,1,609,N/A,,N/A,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
ee8267711c6a,0,Bekar service 3 din se complete kr rha hu ke net bahut slow hai koi response hi nahi h,Slow Speed,No/Late Complaint Resolution,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
f4e2eb69b450,0,Wifi net is slow work,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
42d1ea46619d,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
97996bbd29cd,9,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
4c7c96d0f6cf,10,Best service,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
17a45535a5db,0,Internet bhut bekar chal rha hai or bich bich m buffering hota hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
b8fb1c903e2a,0,Baat krne ki tamiz ni h jo sahi krte h wifi unko,Bad Customer Support - Technician,,Bad Customer Support - Technician,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
536d26b98012,0,net slow and break net or red light every 3-4 hrs interval,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
d28d5e21edb5,10,Acha he,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
3a2051379fe5,4,Thik thak h bas,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
09c77494f1a1,5,Wajah ye hai ki jaise or wifi me agar net khatam ho jata hai to 2 din ka time milta hai lekin aap ke net me recharge khatam hote hi agar mene 6 .20 minut par recharge Kara ho ga na to thik 28 din me 6 .20 par ho off ho jaye ga net,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
ac36db7e6153,10,"Acha chalta hai 
 Koi.dikkat ane pr turant samadhan ho jata hai",Fast Complaint Resolution,,Fast Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
6a4c738ad3b8,2,"Because most of the time there is internet issue and we have to complain again and again but no output comes quickly and they say maximum time is 24 hours, now how can anyone survive without internet How to stay for a long time So that's why I won't give much good feedback about wiom internet, also customer service is not very good.",Bad Customer Support - Call Centre,Frequent Disconnections,Bad Customer Support - Call Centre,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
7c0f9670b465,8,Sometime network issue,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
8a10e70fe72a,10,Networking,General Good Service,,General Good Service,,Agra,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
1e66eb925c1b,0,All day net very slow,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
67a77b549d80,5,Thik thik h,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
18cd8aa9b691,1,Speed bhot kam hai hR mahine me 10 bar complan karta hu aise rahega net change kar duga me,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
11cdf5fa858e,3,Network problem bohot rahti h,General Bad Service,,General Bad Service,,Bareilly,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
d1d8d4880296,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
db55c39d381f,1,Bad network,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
52a3975c6bd6,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
aab9147ec03c,6,Service,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
8511ae224195,0,Speed bahut kam milll rha hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
9eafa58bb9a8,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
dda20fe61787,10,Good Net Speed Fast,Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
bf864f0c0a4b,5,Wifi ke reg bhuth Kam h,Range Issue,,Range Issue,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
85252ef20223,0,Network jada ache nhi hai bich bich network hi nhi aate.. mostly jada tar aise hi hota hai har month ki problem hai or sabse padi baat 28 din ka hai or company 30 day ka dati hai,28-Day Plan Issue,Frequent Disconnections,28-Day Plan Issue,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
c3e1bfad0444,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
d6263644c6d4,3,"HAMARI LOKAL ERIYA SERVICE..MEAN.
 BOHOT KHARAB HAI",Bad Customer Support - Technician,,Bad Customer Support - Technician,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
a8189e13da41,5,Q ki internet bhut slow chlta h,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
cf7956b80d84,10,K gub,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
3ce6c10e00d5,0,Kyunki net kabhi pakdata hai To Kabhi Nahin pakdata Aur एक-दो Din bad ka time Milta Hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
006e40c11b0f,0,Net bahut slow chalta hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
a97c67fe74d4,5,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
99bba0cfd401,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
220b97eace1c,8,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
c44438f0c6c0,10,"Acha,hai",General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
c1569221b8a1,10,Service aachi h,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
5e086603c05e,10,Good product,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
69136174684c,5,Late Service,No/Late Complaint Resolution,,No/Late Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
96cbe70f94b8,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
0b1ff402151b,10,Good service,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
181c3c11d9ab,5,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
daec8fe66d28,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
ba0f62db4255,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
862e1ddb8075,8,Wifi rukawat,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
dbd42845ce53,10,Best,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
781cd0cfd555,10,Vyom ka Newark acha h or bajat me bhi h,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
17f997939dd7,2,Very poor quality,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
2e28093b42bc,0,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
9818ccd4228c,0,"Apka net bahot slow chalta hai, streaming me bahot jada buffering karta hai, paise bahot jada hai, services bahot kam, other companies 600 hundred me 1000 tv channel dete sath hotstar Amazon Netflix ka subscription free dete hai",Slow Speed,"OTT Request, No OTT complaint",Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
abc3d4d94642,4,Kbhi kbhi net problem,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
118278bd39ab,10,Badhiya hai but net bich 2 m kafi kharab chalta h,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
571220a8fb0b,10,Wiom is the best wi-fi service 👌🏻👌🏻,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2e652e51acad,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
a0a43ae1ff20,10,Buhat accha net hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
fb689eaf3814,6,Speed slow,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
ba6921f4f3a9,8,Ha denge kuki apka net thik he,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
960bc290cb2e,10,"Super speed.. 10
 Super nice service 10
 A1 👌👌👌👌🙏",Good Speed,,Good Speed,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
ee16bebcdf93,10,Free instalation or Kam budget me best network,Affordable,,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
c2f17e610b8b,0,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1b066ae117e6,10,Nat thik ha or sarvis bhi thik ha esliya day gay ham,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
cf51af502a29,10,Good,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
3296de886de5,0,Aap ki speed hai bahut ganda chalta hai ye aapka wiom,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
3e21db10d3cd,0,Net problem,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
9a407db59760,3,Service is not satisfied,General Bad Service,,General Bad Service,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
251164395244,1,0 billkul nahi,General Bad Service,,General Bad Service,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
73967a966f47,10,In Minimum cost. best offer best service best supply very good net speed thank you wiom,Affordable,Good Speed,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
30a6ccce9629,5,Phele bhut achcha tha pr ab nhi h,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
e2045d644a0a,5,Kabhi kabhi bahut slow chalta he net,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
6012ee12df43,4,50%,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
61c5f6c7212d,10,Network sahi he speed sahi he,Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
0aad8c9fee6a,10,Fast speed,Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
c8e599b62cdd,7,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
8030b1eaf805,10,Good service provide imigetly solve any complent,Fast Complaint Resolution,,Fast Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
533587df7ccb,10,Resolve the problem soon.,Fast Complaint Resolution,,Fast Complaint Resolution,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
24fcdee123ba,0,Net sahi nhi chal tha h,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
2fb64c347319,0,Mera net aaye din band hojata he kuch refund bhi nhi milta,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1a67f2ae4762,0,"Bhut ghatiya h
 Din me kitna bar band ho jata 
 Week me 2/3 day chlta nhi
 Free ka paisa leta h
 Bilkul service ghatiya h",Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
232c6e142add,8,Net sahi chalta hai... sb chiz thik hai but kabhi kabhi apne app band ho jata hai... and fir call karni padhti hai baar baar company ko baki acha hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
ddbc97c8087b,7,"Speed
 Acha chlta",Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
2db29ca8145e,0,Haa,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
f6b465c46b65,10,Bahut acha chalta hai wiom net or sab lagwa sakte hai thank you wiom❤️☺️,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
aa50ce661467,5,Service,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
44f5d2b35965,0,Aapka net 30 din me sirf 10 din hi chlta hai or complent krne pe bhi koi solution nhi milta,No/Late Complaint Resolution,Frequent Disconnections,No/Late Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2e532f9a17e0,3,Only 28days recharge? This is not fair,28-Day Plan Issue,,28-Day Plan Issue,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
13680702d399,0,Internet speed bilkul nhi hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
c44ca46553cb,9,Hi,N/A,,N/A,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
49079694de29,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
b6f9eeb63615,0,Bahut slow chalna aur bar bar disconnect hona NET ka,Slow Speed,Frequent Disconnections,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
09b82a742a01,1,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
06f16907404c,0,Kyo ki shai nahi chalta,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
c72f36d12e69,6,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
f4b5da506e4d,2,Bekar services kbhi b chlna bnd hojata hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
255a68915bd8,5,Bich bich mai net chala jata hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
30976922cb7b,0,Bekar service hy compalint kro 2 tarik ho solve 10 ko hoti hy bad,No/Late Complaint Resolution,,No/Late Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
2b3090a02ee1,10,Services good hai,General Good Service,,General Good Service,,Bareilly,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
c32e8f3b91e2,2,"Apka net bhot baar weak hota hh 
 Baar baar automatic disconnect hone ki wagh se continuous sessions me problem face krni pdti hh. Pls iss problem ko sahi kre",Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
8735a98ec0fa,0,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
88be29726ebd,8,Kabhi kabhi net problam ho jati hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
46d77cd8b2ce,5,Internet continuously nhi chlata bich me bnd ho jata hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
c45245d22733,0,Acha nhi chal raha h,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
6cb33b3ab8bb,10,Smart network,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
f1796483cdc6,10,Best,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
c0b3ca87f56e,0,Your Wi-Fi is not working properly. It causes issues every month during the last week.,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
f252200b1e6e,3,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
a25fbac4ff74,10,Good,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
f91cc3f89b1a,0,I installed my home but didn't get service and internet speed.,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
80595ef09dbf,0,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
0b4cdd0cdc42,10,Service very good,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
261a2996ba17,10,,,,,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
c9e1bc1f4c0a,10,,,,,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
cf4b21d261d2,10,Acha net best quality satf behaviour is best,Good customer Support - call centre,,Good customer Support - call centre,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
0ada9881314b,5,Rat ko jyada ter 12 bje k bad nett kam krna bnd kr deta h,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
fc9ddf335806,2,Although it is payment done still internet disconnected.,"RDNI (Recharge Done, No Internet)",,"RDNI (Recharge Done, No Internet)",,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
20eee7e245d9,9,Shi chlata hai agr koi problem ati h to jaldi hi thik bhi ho jati h,Fast Complaint Resolution,,Fast Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
f4fc0344567e,1,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
ae644b29dcc8,10,Service bhout aache h,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
05c45cf3807a,10,Aapki service bahut acchi hai jo ki mujhe bahut Behtar lagi hai network bhi acche Aate Hain service bhi acche Hain Use ped bhi acchi hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
c24bfd9d284b,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
e92f3657680d,10,10,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
dba0056cc8ba,0,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
142ad3916e09,0,Aapka internet service bhot kharab hai net aata h or jata h,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
ca9467a8c919,8,Kabhi kbar rukavat aati Hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
e18c3e7f3a80,1,Hamari Koi sunvaee nahin Hoti wion per,No/Late Complaint Resolution,,No/Late Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
3521e2b45471,10,Services achi hai wiom ki,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
e9d65624c47c,0,Internet ki kharab service,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
